id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	35	248	251	3	0	216	213	213
1	0	0	10	433	60	34	433	339	10
10	0	88	535	570	35	0	482	447	447
11	0	100	580	581	1	0	481	480	480
14	0	123	619	630	11	0	507	496	496
21	0	252	782	819	37	0	567	530	530
4	0	36	261	846	29	13	810	768	225
23	0	326	886	888	2	0	562	560	560
8	0	84	443	1160	53	43	1076	980	359
13	0	119	604	1245	15	47	1126	1064	485
15	0	144	640	1294	21	87	1150	1042	496
20	0	227	771	1323	20	1	1096	1075	544
18	0	205	708	1335	11	60	1130	1059	503
30	0	534	1141	1623	17	52	1089	1020	607
9	0	86	498	1645	42	45	1559	1472	412
24	0	339	898	1742	69	39	1403	1295	559
19	0	210	727	1787	39	144	1577	1394	517
5	0	41	297	1863	38	125	1822	1659	256
25	0	437	956	1951	39	177	1514	1298	519
12	0	114	591	1985	74	81	1871	1716	477
2	0	20	45	2068	201	108	2048	1739	25
26	0	451	1017	2168	94	103	1717	1520	566
7	0	63	383	2400	85	217	2337	2035	320
27	0	455	1028	2507	87	90	2052	1875	573
16	0	161	657	2570	79	98	2409	2232	496
22	0	321	856	2604	75	269	2283	1939	535
17	0	191	672	2628	91	260	2437	2086	481
28	0	492	1058	2770	66	197	2278	2015	566
6	0	49	331	2855	103	337	2806	2366	282
29	0	501	1071	2879	167	348	2378	1863	570
0	0	0	0	2879	95	0	2879	2784	0
