id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	5	40	21	4	40	15	5
2	0	17	45	97	31	6	80	43	28
3	0	195	200	238	33	0	43	10	5
4	0	614	619	648	14	5	34	15	5
5	0	628	633	663	7	13	35	15	5
6	0	705	710	733	10	3	28	15	5
7	0	991	996	999	3	0	8	5	5
8	0	1078	1083	1193	80	5	115	30	5
9	0	1282	1287	1314	22	0	32	10	5
10	0	1591	1596	1647	41	0	56	15	5
12	0	1656	1686	1688	2	0	32	30	30
11	0	1651	1656	1806	35	95	155	25	5
13	0	1917	1922	2021	68	6	104	30	5
14	0	2037	2042	2043	1	0	6	5	5
15	0	2152	2157	2165	8	0	13	5	5
17	0	2227	2243	2249	6	0	22	16	16
16	0	2199	2204	2284	27	2	85	56	5
18	0	2234	2254	2298	29	0	64	35	20
20	0	2351	2379	2387	8	0	36	28	28
19	0	2349	2354	2394	22	0	45	23	5
0	0	0	0	2394	1581	0	2394	813	0
