id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	5	40	21	4	40	15	5
2	0	17	45	92	31	6	75	38	28
3	0	195	200	233	33	0	38	5	5
4	0	614	619	648	14	5	34	15	5
5	0	628	633	663	7	13	35	15	5
6	0	705	710	733	10	3	28	15	5
7	0	991	996	999	3	0	8	5	5
8	0	1078	1083	1178	80	5	100	15	5
9	0	1282	1287	1309	22	0	27	5	5
10	0	1591	1596	1637	41	0	46	5	5
12	0	1656	1686	1688	2	0	32	30	30
11	0	1651	1656	1806	35	95	155	25	5
13	0	1917	1922	2006	68	6	89	15	5
14	0	2037	2042	2043	1	0	6	5	5
15	0	2152	2157	2165	8	0	13	5	5
16	0	2199	2204	2253	37	2	54	15	5
17	0	2227	2258	2264	6	0	37	31	31
18	0	2234	2269	2298	29	0	64	35	35
19	0	2349	2354	2381	27	0	32	5	5
20	0	2351	2386	2394	8	0	43	35	35
0	0	0	0	2394	1636	0	2394	758	0
