id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	1	0	0	36	36	0	36	0	0
2	0	70	70	74	4	0	4	0	0
4	0	99	99	115	9	7	16	0	0
3	0	98	98	141	16	18	43	9	0
6	0	201	201	204	3	0	3	0	0
5	1	169	169	205	28	5	36	3	0
7	0	327	327	341	10	4	14	0	0
8	0	387	387	400	13	0	13	0	0
11	0	466	466	499	6	0	33	27	0
13	0	524	524	528	4	0	4	0	0
14	0	578	578	594	12	4	16	0	0
12	1	469	478	610	55	21	141	65	9
9	2	404	404	615	62	2	211	147	0
10	2	465	465	628	79	10	163	74	0
15	0	631	631	655	22	2	24	0	0
17	0	692	692	709	17	0	17	0	0
16	1	684	684	742	38	3	58	17	0
18	0	758	758	760	2	0	2	0	0
19	2	799	799	905	75	31	106	0	0
20	0	905	905	924	7	11	19	1	0
22	0	931	931	939	6	2	8	0	0
23	0	970	970	974	4	0	4	0	0
24	0	986	986	1024	12	6	38	20	0
27	0	1070	1070	1095	19	0	25	6	0
25	0	1001	1024	1122	44	8	121	69	23
29	0	1092	1103	1140	22	1	48	25	11
21	1	922	922	1146	74	8	224	142	0
26	1	1037	1037	1161	41	6	124	77	0
28	0	1080	1091	1176	17	23	96	56	11
30	0	1167	1167	1199	22	2	32	8	0
31	0	1168	1181	1209	12	0	41	29	13
33	0	1366	1366	1374	8	0	8	0	0
32	3	1254	1254	1404	127	15	150	8	0
35	0	1452	1452	1477	22	3	25	0	0
34	1	1448	1448	1525	47	8	77	22	0
37	0	1565	1565	1599	24	10	34	0	0
36	0	1558	1558	1642	37	18	84	29	0
38	0	1613	1613	1674	21	2	61	38	0
39	1	1630	1630	1681	31	0	51	20	0
42	0	1745	1745	1761	15	1	16	0	0
41	0	1744	1744	1774	13	0	30	17	0
43	0	1771	1794	1808	14	0	37	23	23
40	1	1714	1714	1818	46	41	104	17	0
46	0	1968	1968	1978	10	0	10	0	0
45	1	1963	1963	2024	31	0	61	30	0
44	2	1911	1911	2035	57	26	124	41	0
50	0	2061	2069	2080	11	0	19	8	8
48	0	2053	2053	2104	11	7	51	33	0
47	1	2035	2035	2156	63	16	121	42	0
49	1	2059	2104	2163	38	6	104	60	45
0	0	0	0	2163	766	0	2163	1397	0
