id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
2	0	13	13	21	8	0	8	0	0
1	0	0	0	71	54	11	71	6	0
3	0	169	169	303	102	21	134	11	0
4	0	252	267	364	30	21	112	61	15
5	0	285	296	367	25	5	82	52	11
7	0	393	400	420	20	0	27	7	7
6	0	309	343	431	63	11	122	48	34
9	0	470	489	498	9	0	28	19	19
8	0	469	469	514	34	2	45	9	0
10	0	499	507	522	10	2	23	11	8
11	0	543	543	574	25	6	31	0	0
13	0	654	660	719	19	8	65	38	6
14	0	669	693	761	34	10	92	48	24
15	0	789	789	790	1	0	1	0	0
12	0	640	640	791	90	11	151	50	0
17	0	1060	1060	1097	17	13	37	7	0
18	0	1089	1097	1122	5	4	33	24	8
16	0	1029	1029	1134	76	14	105	15	0
20	0	1243	1245	1279	21	0	36	15	2
21	0	1269	1279	1353	34	15	84	35	10
23	0	1325	1327	1380	16	3	55	36	2
22	0	1292	1316	1383	5	30	91	56	24
25	0	1392	1423	1432	9	0	40	31	31
24	0	1369	1383	1433	21	0	64	43	14
26	0	1406	1433	1439	6	0	33	27	27
19	0	1238	1238	1454	104	12	216	100	0
27	0	1518	1518	1524	6	0	6	0	0
29	0	1673	1674	1691	17	0	18	1	1
32	0	1737	1771	1846	18	5	109	86	34
28	0	1654	1654	1860	89	1	206	116	0
31	0	1722	1746	1869	33	2	147	112	24
34	0	1816	1869	1876	7	0	60	53	53
33	0	1769	1810	1879	23	0	110	87	41
30	0	1686	1711	1890	49	7	204	148	25
35	0	1854	1890	1931	39	2	77	36	36
36	0	1962	1962	1974	12	0	12	0	0
40	0	2060	2070	2075	5	0	15	10	10
38	0	2012	2012	2147	48	5	135	82	0
37	0	1998	1998	2219	32	30	221	159	0
39	0	2023	2036	2238	70	4	215	141	13
41	0	2072	2101	2279	48	10	207	149	29
46	0	2247	2279	2291	12	0	44	32	32
43	0	2221	2238	2310	30	0	89	59	17
44	0	2233	2258	2317	13	1	84	70	25
47	0	2281	2317	2322	5	0	41	36	36
42	0	2117	2157	2341	45	22	224	157	40
45	0	2242	2264	2365	47	16	123	60	22
48	0	2349	2365	2369	4	0	20	16	16
49	0	2362	2369	2396	17	10	34	7	7
50	0	2389	2396	2405	9	0	16	7	7
0	0	0	0	2405	889	0	2405	1516	0
