id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	5	65	16	4	65	45	5
2	1	17	22	97	31	6	80	43	5
3	1	195	200	238	33	0	43	10	5
4	0	614	619	648	14	5	34	15	5
5	0	628	633	663	7	13	35	15	5
6	0	705	710	733	10	3	28	15	5
7	0	991	996	999	3	0	8	5	5
8	3	1078	1083	1193	80	5	115	30	5
9	1	1282	1287	1314	22	0	32	10	5
10	2	1591	1596	1647	41	0	56	15	5
12	0	1656	1661	1663	2	0	7	5	5
11	0	1651	1656	1813	30	95	162	37	5
13	3	1917	1922	2021	68	6	104	30	5
14	0	2037	2042	2043	1	0	6	5	5
15	0	2152	2157	2165	8	0	13	5	5
16	0	2199	2204	2255	27	2	56	27	5
17	0	2227	2232	2264	6	0	37	31	5
18	1	2234	2269	2303	29	0	69	40	35
20	0	2351	2356	2364	8	0	13	5	5
19	1	2349	2354	2399	22	0	50	28	5
0	0	0	0	2399	1576	0	2399	823	0
