id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	10	19	9	0	19	10	10
2	0	24	34	111	10	9	87	68	10
5	0	82	92	301	1	0	219	218	10
20	0	361	392	709	17	87	348	244	31
28	0	503	537	801	28	35	298	235	34
29	0	527	735	812	2	21	285	262	208
30	0	535	666	834	14	36	299	249	131
24	0	422	489	849	12	113	427	302	67
10	0	178	220	862	11	14	684	659	42
27	0	494	872	899	4	0	405	401	378
19	0	338	371	972	20	18	634	596	33
23	0	405	933	1000	9	0	595	586	528
22	0	394	1070	1071	1	0	677	676	676
26	0	482	881	1088	12	98	606	496	399
8	0	149	184	1268	3	60	1119	1056	35
17	0	287	321	1310	20	142	1023	861	34
21	0	382	1158	1354	10	40	972	922	776
16	0	276	1166	1396	8	15	1120	1097	890
25	0	479	922	1703	39	317	1224	868	443
3	0	28	38	1729	41	37	1701	1623	10
13	0	241	1443	1743	19	56	1502	1427	1202
14	0	249	1443	1819	11	31	1570	1528	1194
4	0	63	73	1831	9	3	1768	1756	10
15	0	259	1430	1950	18	154	1691	1519	1171
9	0	176	1775	2106	12	33	1930	1885	1599
12	0	224	1753	2146	24	116	1922	1782	1529
11	0	210	1764	2185	35	152	1975	1788	1554
7	0	134	1572	2202	27	213	2068	1828	1438
18	1	311	348	2242	38	337	1931	1556	37
6	0	127	2018	2566	52	316	2439	2071	1891
0	0	0	0	2566	140	0	2566	2426	0
