id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
9	0	109	147	233	5	0	124	119	38
13	0	207	248	483	4	101	276	171	41
29	0	567	593	594	1	0	27	26	26
19	0	301	493	615	122	0	314	192	192
21	0	372	652	808	13	49	436	374	280
30	0	583	625	853	25	21	270	224	42
5	0	42	363	895	12	147	853	694	321
4	0	33	43	1017	364	1	984	619	10
25	0	513	914	1045	6	75	532	451	401
23	0	392	989	1115	3	12	723	708	597
12	0	203	1102	1138	10	0	935	925	899
20	0	310	375	1150	16	89	840	735	65
22	0	390	905	1178	14	32	788	742	515
26	0	527	722	1288	21	182	761	558	195
6	0	57	382	1396	10	34	1339	1295	325
8	0	99	149	1413	33	148	1314	1133	50
16	0	260	1263	1437	9	50	1177	1118	1003
17	0	265	1214	1585	28	177	1320	1115	949
10	0	169	197	1596	9	68	1427	1350	28
7	0	87	1529	1620	10	0	1533	1523	1442
15	0	245	1458	1636	17	86	1391	1288	1213
3	0	11	21	1833	29	187	1822	1606	10
14	1	238	1469	1846	22	3	1608	1583	1231
1	1	0	10	1921	7	51	1921	1863	10
2	0	1	11	1955	131	158	1954	1665	10
24	1	499	1160	2029	45	48	1530	1437	661
27	1	534	676	2046	32	163	1512	1317	142
11	2	187	213	2127	16	28	1940	1896	26
28	1	550	630	2234	27	145	1684	1512	80
0	0	0	0	2234	20	0	2234	2214	0
