id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	35	45	181	3	0	146	143	10
21	0	252	317	363	7	0	111	104	65
4	0	36	325	473	9	13	437	415	289
23	0	326	408	522	2	0	196	194	82
30	0	534	593	722	7	52	188	129	59
27	0	455	502	1075	27	90	620	503	47
26	0	451	617	1091	14	103	640	523	166
22	0	321	413	1272	25	269	951	657	92
9	0	86	1192	1326	12	45	1240	1183	1106
25	0	437	1018	1376	9	177	939	753	581
24	0	339	390	1402	19	39	1063	1005	51
10	0	88	1459	1464	5	0	1376	1371	1371
19	0	210	237	1476	19	144	1266	1103	27
18	0	205	1437	1553	11	60	1348	1277	1232
20	0	227	1456	1690	10	1	1463	1452	1229
14	0	123	1704	1705	1	0	1582	1581	1581
13	0	119	1739	1865	15	47	1746	1684	1620
16	0	161	201	2055	49	98	1894	1747	40
11	0	100	1918	2085	1	0	1985	1984	1818
15	0	144	1606	2119	11	87	1975	1877	1462
2	0	20	30	2226	11	108	2206	2087	10
6	0	49	1175	2247	43	337	2198	1818	1126
12	0	114	1905	2267	24	81	2153	2048	1791
8	0	84	2178	2310	13	43	2226	2170	2094
17	0	191	1526	2323	51	260	2132	1821	1335
28	1	492	604	2543	46	197	2051	1808	112
1	1	0	10	2621	30	34	2621	2557	10
7	0	63	2293	2645	35	217	2582	2330	2230
5	1	41	2333	2745	28	125	2704	2551	2292
29	1	501	544	2958	87	348	2457	2022	43
0	0	0	0	2958	154	0	2958	2804	0
